resource_name,zone,tech_type,model,planning_year,case,unit,start_value,end_value
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,0.8,0.8
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,7.3,7.3
CANO_distributed_generation_1,CANO,Distributed Solar,SWITCH,2030,base_thin,MW,5329.0,5329.0
CANO_hydroelectric_pumped_storage_1,CANO,Hydro,SWITCH,2030,base_thin,MW,307.2,307.2
CANO_hydroelectric_pumped_storage_1,CANO,Hydro,SWITCH,2030,base_thin,MW,435.3,435.3
CANO_hydroelectric_pumped_storage_1,CANO,Hydro,SWITCH,2030,base_thin,MW,122.6,122.6
CANO_hydroelectric_pumped_storage_1,CANO,Hydro,SWITCH,2030,base_thin,MW,1212.0,1212.0
CANO_hydroelectric_pumped_storage_1,CANO,Hydro,SWITCH,2030,base_thin,MW,199.8,199.8
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,254.5,254.5
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,150.5,150.5
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,73.1,73.1
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,104.0,104.0
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,357.2,357.2
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,54.5,54.5
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,296.8,296.8
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,1473.0,1473.0
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,1903.6,1903.6
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,2322.9,2322.9
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,52.2,52.2
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,744.7,744.7
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,881.0,881.0
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,211.0,211.0
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,585.8,585.8
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,668.0,668.0
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,46.0,46.0
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,456.8,456.8
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,774.1,774.1
CANO_natural_gas_fired_combustion_turbine_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,53.5,53.5
CANO_natural_gas_fired_combustion_turbine_1,CANO,Natural Gas,SWITCH,2030,base_thin,MW,30.2,30.2
