resource_name,zone,tech_type,model,planning_year,case,unit,start_value,end_value
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,26.7,26.7
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,6.1,6.1
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,57.1,57.1
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,21.2,21.2
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,16.2,16.2
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,54.7,54.7
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,90.8,90.8
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,123.1,123.1
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,262.5,262.5
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,112.2,112.2
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,120.5,120.5
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,111.7,111.7
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,182.0,182.0
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,87.3,87.3
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,209.8,209.8
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,77.3,77.3
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,82.6,82.6
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,61.8,61.8
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,217.8,217.8
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,323.3,323.3
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,524.2,524.2
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,236.2,236.2
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,244.3,244.3
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,735.2,735.2
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,171.4,171.4
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,681.5,681.5
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,450.7,450.7
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,144.2,144.2
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,34.9,34.9
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,37.6,37.6
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,62.0,62.0
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,296.5,296.5
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,47.6,47.6
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,189.7,189.7
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,235.7,235.7
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,346.3,346.3
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,152.2,152.2
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,584.9,584.9
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,300.5,300.5
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,260.3,260.3
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,277.5,277.5
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,57.1,57.1
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,0.6,0.6
