load_zone,fuel,period,fuel_cost
SPPC,Uranium,2040,0.7155741621286488
SPPC,Hydrogen,2040,16.0
SPPC,Waste_biomass,2040,1.0
SPPN,Coal,2040,1.5253965223456467
SPPN,Naturalgas,2040,3.8637787884267625
SPPN,Distillate,2040,17.164698535262204
SPPN,Uranium,2040,0.7155741621286488
SPPN,Hydrogen,2040,16.0
SPPN,Waste_biomass,2040,1.0
MISW,Coal,2040,1.8226418679927663
MISW,Naturalgas,2040,3.253480730818909
MISW,Distillate,2040,17.110638297597518
MISW,Uranium,2040,0.7155741621286488
MISW,Hydrogen,2040,16.0
MISW,Waste_biomass,2040,1.0
MISE,Coal,2040,1.8226418679927663
MISE,Naturalgas,2040,3.253480730818909
MISE,Distillate,2040,17.110638297597518
MISE,Uranium,2040,0.7155741621286488
MISE,Hydrogen,2040,16.0
MISE,Waste_biomass,2040,1.0
MISC,Coal,2040,1.8226418679927663
MISC,Naturalgas,2040,3.253480730818909
MISC,Distillate,2040,17.110638297597518
MISC,Uranium,2040,0.7155741621286488
MISC,Hydrogen,2040,16.0
MISC,Waste_biomass,2040,1.0
PJMC,Coal,2040,1.8226418679927663
PJMC,Naturalgas,2040,3.253480730818909
PJMC,Distillate,2040,17.110638297597518
PJMC,Uranium,2040,0.7155741621286488
PJMC,Hydrogen,2040,16.0
PJMC,Waste_biomass,2040,1.0
PJMW,Coal,2040,1.8226418679927663
PJMW,Naturalgas,2040,3.253480730818909
PJMW,Distillate,2040,17.110638297597518
PJMW,Uranium,2040,0.7155741621286488
PJMW,Hydrogen,2040,16.0
PJMW,Waste_biomass,2040,1.0
PJME,Coal,2040,1.8777049899250835
PJME,Naturalgas,2040,2.9996937034358044
PJME,Distillate,2040,23.01858176181865
PJME,Uranium,2040,0.7155741621286488
PJME,Hydrogen,2040,16.0
PJME,Waste_biomass,2040,1.0
NYCW,Coal,2040,1.8777049899250835
NYCW,Naturalgas,2040,2.9996937034358044
NYCW,Distillate,2040,23.01858176181865
NYCW,Uranium,2040,0.7155741621286488
NYCW,Hydrogen,2040,16.0
NYCW,Waste_biomass,2040,1.0
NYUP,Coal,2040,1.8777049899250835
NYUP,Naturalgas,2040,2.9996937034358044
NYUP,Distillate,2040,23.01858176181865
NYUP,Uranium,2040,0.7155741621286488
NYUP,Hydrogen,2040,16.0
NYUP,Waste_biomass,2040,1.0
ISNE,Coal,2040,0.0
ISNE,Naturalgas,2040,3.572340620253164
ISNE,Distillate,2040,19.17275937742185
ISNE,Uranium,2040,0.7155741621286488
ISNE,Hydrogen,2040,16.0
ISNE,Waste_biomass,2040,1.0
