Time_Index,waste_biomass,None,mountain_coal,mountain_naturalgas,pacific_naturalgas,pacific_distillate,south_atlantic_coal,south_atlantic_naturalgas,south_atlantic_uranium,south_atlantic_distillate,new_england_naturalgas,new_england_uranium,new_england_distillate,east_north_central_coal,east_north_central_naturalgas,east_north_central_uranium,east_north_central_distillate,west_south_central_coal,west_south_central_naturalgas,west_south_central_uranium,west_south_central_distillate,pacific_coal,pacific_uranium,middle_atlantic_naturalgas,middle_atlantic_distillate,middle_atlantic_uranium,middle_atlantic_coal,west_north_central_coal,west_north_central_naturalgas,west_north_central_uranium,west_north_central_distillate,east_south_central_coal,east_south_central_naturalgas,east_south_central_uranium,mountain_uranium,hydrogen,pacific_naturalgas_ccs90,south_atlantic_naturalgas_ccs90,east_north_central_naturalgas_ccs90,west_south_central_naturalgas_ccs90,mountain_naturalgas_ccs90,west_north_central_naturalgas_ccs90,east_south_central_naturalgas_ccs90
5206,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5207,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5208,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5209,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5210,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5211,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5212,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5213,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5214,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5215,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5216,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5217,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5218,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5219,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5220,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5221,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5222,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5223,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5224,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5225,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5226,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5227,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5228,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5229,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5230,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5231,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5232,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5233,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5234,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5235,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5236,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5237,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5238,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5239,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5240,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5241,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5242,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5243,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5244,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5245,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5246,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5247,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5248,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5249,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5250,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5251,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5252,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5253,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5254,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5255,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5256,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5257,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5258,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5259,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5260,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5261,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5262,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5263,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5264,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5265,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5266,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5267,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5268,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5269,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5270,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5271,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5272,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5273,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5274,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5275,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5276,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5277,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5278,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5279,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5280,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5281,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5282,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
