LOAD_ZONE,TIMEPOINT,zone_demand_mw
Eastern,268,404031
Eastern,269,404209
Eastern,270,415299
Eastern,271,450763
Eastern,272,518769
Eastern,273,587468
Eastern,274,603951
Eastern,275,593670
Eastern,276,589578
Eastern,277,593835
Eastern,278,599757
Eastern,279,593871
Eastern,280,598729
Eastern,281,632616
Eastern,282,697191
Eastern,283,775996
Eastern,284,766904
Eastern,285,688091
Eastern,286,639934
Eastern,287,585396
Eastern,288,538759
Eastern,289,501572
Eastern,290,477227
Eastern,291,458670
Eastern,292,450394
Eastern,293,452745
Eastern,294,465472
Eastern,295,503784
Eastern,296,585014
Eastern,297,661016
Eastern,298,675826
Eastern,299,659153
Eastern,300,646478
Eastern,301,644330
Eastern,302,642321
Eastern,303,623666
Eastern,304,622177
Eastern,305,655592
Eastern,306,724357
Eastern,307,805522
Eastern,308,793612
Eastern,309,713564
Eastern,310,661572
Eastern,311,609151
Eastern,312,568331
Eastern,313,532014
Eastern,314,528475
Eastern,315,510648
Eastern,316,496808
Eastern,317,495193
Eastern,318,496776
Eastern,319,515043
Eastern,320,546573
Eastern,321,581053
Eastern,322,597292
Eastern,323,607858
Eastern,324,617082
Eastern,325,624372
Eastern,326,630715
Eastern,327,615689
Eastern,328,611228
Eastern,329,620505
Eastern,330,650065
Eastern,331,675457
Eastern,332,696543
Eastern,333,707161
Eastern,334,695876
Eastern,335,679560
Eastern,336,645473
Eastern,337,594045
Eastern,338,542709
Eastern,339,503189
Eastern,340,490214
Eastern,341,490068
Eastern,342,492134
Eastern,343,505977
Eastern,344,531592
Eastern,345,561922
Eastern,346,575062
Eastern,347,583917
Eastern,348,588332
Eastern,349,595958
Eastern,350,598722
Eastern,351,584989
Eastern,352,578472
Eastern,353,589277
Eastern,354,622519
Eastern,355,654568
Eastern,356,679062
Eastern,357,690881
Eastern,358,687957
Eastern,359,675522
Eastern,360,643381
Eastern,361,593195
Eastern,362,516449
Eastern,363,477582
Eastern,364,469438
Eastern,365,471631
Eastern,366,479930
Eastern,367,504275
Eastern,368,545261
Eastern,369,591363
Eastern,370,609822
Eastern,371,602599
Eastern,372,595614
Eastern,373,597371
Eastern,374,592854
Eastern,375,575622
Eastern,376,574742
Eastern,377,605661
Eastern,378,670831
Eastern,379,742473
Eastern,380,720864
Eastern,381,634848
Eastern,382,582055
Eastern,383,553164
Eastern,384,516017
Eastern,385,477855
Eastern,386,440077
Eastern,387,420855
Eastern,388,410478
Eastern,389,410001
Eastern,390,420310
Eastern,391,455475
Eastern,392,524154
Eastern,393,589453
Eastern,394,602928
Eastern,395,590595
Eastern,396,583517
Eastern,397,586873
Eastern,398,588564
Eastern,399,580255
Eastern,400,582001
Eastern,401,611342
Eastern,402,672082
Eastern,403,750161
Eastern,404,737670
Eastern,405,657480
Eastern,406,601727
Eastern,407,545893
Eastern,408,502565
Eastern,409,465108
Eastern,410,442342
Eastern,411,425036
Eastern,412,417635
Eastern,413,420013
Eastern,414,432644
Eastern,415,471515
Eastern,416,548521
Eastern,417,622496
Eastern,418,638452
Eastern,419,624640
Eastern,420,613730
Eastern,421,611060
Eastern,422,607116
Eastern,423,586262
Eastern,424,583801
Eastern,425,620277
Eastern,426,691232
Eastern,427,777310
Eastern,428,769984
Eastern,429,691871
Eastern,430,650572
Eastern,431,602880
Eastern,432,557811
Eastern,433,519366
Eastern,434,500860
Eastern,435,484616
Eastern,436,476640
Eastern,437,479304
Eastern,438,493821
Eastern,439,534072
Eastern,440,619876
Eastern,441,699679
Eastern,442,706795
Eastern,443,677374
Eastern,444,655669
Eastern,445,646773
Eastern,446,637812
Eastern,447,619124
Eastern,448,614984
Eastern,449,648386
Eastern,450,717998
Eastern,451,799606
Eastern,452,796906
Eastern,453,722020
Eastern,454,677678
Eastern,455,608199
Eastern,456,559227
Eastern,457,519731
Eastern,458,491433
Eastern,459,472280
Eastern,460,461555
Eastern,461,460862
Eastern,462,471884
Eastern,463,508394
Eastern,464,593358
Eastern,465,671758
Eastern,466,683906
Eastern,467,665568
Eastern,468,649192
Eastern,469,647003
Eastern,470,642070
Eastern,471,629608
Eastern,472,633120
Eastern,473,661941
Eastern,474,723064
Eastern,475,793117
Eastern,476,784655
Eastern,477,706310
Eastern,478,654968
Eastern,479,585094
Eastern,480,538322
Eastern,481,501643
Eastern,482,490573
Eastern,483,471901
Eastern,484,456493
Eastern,485,453812
Eastern,486,453352
Eastern,487,466840
Eastern,488,493210
Eastern,489,526390
Eastern,490,554247
Eastern,491,583242
Eastern,492,609997
Eastern,493,632255
Eastern,494,651444
Eastern,495,651101
Eastern,496,644510
Eastern,497,648615
Eastern,498,668246
Eastern,499,682303
Eastern,500,697816
Eastern,501,698885
Eastern,502,676213
Eastern,503,652152
Eastern,504,618355
Eastern,505,566974
Eastern,506,512759
Eastern,507,475867
Eastern,508,462042
Eastern,509,459864
Eastern,510,457731
Eastern,511,465398
Eastern,512,482198
Eastern,513,508222
Eastern,514,532407
Eastern,515,555617
Eastern,516,576736
Eastern,517,595454
Eastern,518,610252
Eastern,519,610298
Eastern,520,614249
Eastern,521,623771
Eastern,522,645581
Eastern,523,662484
Eastern,524,683769
Eastern,525,688259
Eastern,526,660296
Eastern,527,632151
Eastern,528,590928
Eastern,529,537920
Eastern,530,459602
Eastern,531,420589
Eastern,532,411829
Eastern,533,412622
Eastern,534,424337
Eastern,535,459431
Eastern,536,533271
Eastern,537,599552
Eastern,538,612646
Eastern,539,601781
Eastern,540,595736
Eastern,541,598309
Eastern,542,600274
Eastern,543,589927
Eastern,544,588354
Eastern,545,617623
Eastern,546,676700
Eastern,547,747803
Eastern,548,737493
Eastern,549,658395
Eastern,550,601271
Eastern,551,535885
Eastern,552,491951
Eastern,553,455969
Eastern,554,425381
Eastern,555,409847
Eastern,556,400568
Eastern,557,401143
Eastern,558,412559
Eastern,559,448643
Eastern,560,513912
Eastern,561,573892
Eastern,562,585918
Eastern,563,571518
Eastern,564,562038
Eastern,565,562058
Eastern,566,557415
Eastern,567,543788
Eastern,568,543329
Eastern,569,573544
Eastern,570,630489
Eastern,571,706287
Eastern,572,700334
Eastern,573,622154
Eastern,574,576494
Eastern,575,534689
Eastern,576,496091
Eastern,577,460282
Eastern,578,436469
Eastern,579,420476
Eastern,580,412518
Eastern,581,414971
Eastern,582,426839
Eastern,583,464335
Eastern,584,533076
Eastern,585,594499
Eastern,586,603212
Eastern,587,587590
Eastern,588,578518
Eastern,589,579102
Eastern,590,575438
Eastern,591,562818
Eastern,592,566134
Eastern,593,594774
Eastern,594,652235
Eastern,595,728138
Eastern,596,717119
Eastern,597,639129
Eastern,598,594365
Eastern,599,541467
Eastern,600,497039
Eastern,601,458974
Eastern,602,431135
Eastern,603,413848
Eastern,604,404013
Eastern,605,403907
Eastern,606,412765
Eastern,607,446435
Eastern,608,511103
Eastern,609,572350
Eastern,610,585383
Eastern,611,575170
Eastern,612,569743
Eastern,613,571510
Eastern,614,571576
Eastern,615,564508
Eastern,616,566342
Eastern,617,595109
Eastern,618,648883
Eastern,619,717139
Eastern,620,704248
Eastern,621,630680
Eastern,622,577868
Eastern,623,520372
Eastern,624,479575
Eastern,625,443729
Eastern,626,415448
Eastern,627,398333
Eastern,628,388251
Eastern,629,387980
Eastern,630,396605
Eastern,631,428643
Eastern,632,491927
Eastern,633,551271
Eastern,634,569318
Eastern,635,562175
Eastern,636,558000
Eastern,637,560378
Eastern,638,562358
Eastern,639,551922
Eastern,640,544523
Eastern,641,570537
Eastern,642,620911
Eastern,643,685367
Eastern,644,670476
Eastern,645,590663
Eastern,646,544101
Eastern,647,510833
Eastern,648,483286
Eastern,649,454225
Eastern,650,452114
Eastern,651,438110
Eastern,652,426113
Eastern,653,425389
Eastern,654,426671
Eastern,655,442767
Eastern,656,472457
Eastern,657,495418
Eastern,658,513230
Eastern,659,530404
Eastern,660,546604
Eastern,661,557967
Eastern,662,566012
Eastern,663,551576
Eastern,664,543014
Eastern,665,547493
Eastern,666,565467
Eastern,667,585539
Eastern,668,611420
Eastern,669,625669
Eastern,670,612055
Eastern,671,597726
Eastern,672,573787
Eastern,673,528134
Eastern,674,480538
Eastern,675,446114
Eastern,676,434660
Eastern,677,434055
Eastern,678,435268
Eastern,679,445849
Eastern,680,467637
Eastern,681,490384
Eastern,682,506941
Eastern,683,520334
Eastern,684,531795
Eastern,685,542188
Eastern,686,548145
Eastern,687,535640
Eastern,688,533863
Eastern,689,544452
Eastern,690,570303
Eastern,691,599168
Eastern,692,634029
Eastern,693,651752
Eastern,694,639102
Eastern,695,617432
Eastern,696,587540
Eastern,697,538370
Eastern,698,470746
Eastern,699,434522
Eastern,700,428956
Eastern,701,433613
Eastern,702,449121
Eastern,703,490552
Eastern,704,568853
Eastern,705,633522
Eastern,706,633368
Eastern,707,606301
Eastern,708,588202
Eastern,709,581825
Eastern,710,571408
Eastern,711,551684
Eastern,712,547337
Eastern,713,574722
Eastern,714,633787
Eastern,715,713450
Eastern,716,710642
Eastern,717,637976
Eastern,718,593875
Eastern,719,539822
Eastern,720,499396
Eastern,721,462727
Eastern,722,434111
Eastern,723,416624
Eastern,724,407526
Eastern,725,409009
Eastern,726,420121
Eastern,727,456426
Eastern,728,522970
Eastern,729,578626
Eastern,730,580504
Eastern,731,559095
Eastern,732,545599
Eastern,733,543015
Eastern,734,537430
Eastern,735,520269
Eastern,736,515909
Eastern,737,542420
Eastern,738,596869
Eastern,739,665626
Eastern,740,659787
Eastern,741,590081
Eastern,742,545594
Eastern,743,499162
Eastern,744,460129
Eastern,745,425196
Eastern,746,396687
Eastern,747,380051
Eastern,748,370642
Eastern,749,370277
Eastern,750,380418
Eastern,751,413763
Eastern,752,471363
Eastern,753,523830
Eastern,754,534806
Eastern,755,526160
Eastern,756,522585
Eastern,757,526140
Eastern,758,525230
Eastern,759,514058
Eastern,760,514442
Eastern,761,541489
Eastern,762,591459
Eastern,763,651627
Eastern,764,639399
Eastern,765,566212
Eastern,766,527130
Eastern,767,487772
Eastern,768,450700
Eastern,769,417442
Eastern,770,396037
Eastern,771,380126
Eastern,772,371686
Eastern,773,372409
Eastern,774,381820
Eastern,775,417242
Eastern,776,478729
Eastern,777,537085
Eastern,778,553616
Eastern,779,546692
Eastern,780,544431
Eastern,781,545889
Eastern,782,547407
Eastern,783,535761
Eastern,784,535235
Eastern,785,560925
Eastern,786,609865
Eastern,787,677849
Eastern,788,669948
Eastern,789,601403
Eastern,790,555999
Eastern,791,509915
Eastern,792,477152
Eastern,793,444020
Eastern,794,422885
Eastern,795,408142
Eastern,796,401095
Eastern,797,403156
Eastern,798,415457
Eastern,799,451791
Eastern,800,516539
Eastern,801,576936
Eastern,802,587914
Eastern,803,573070
Eastern,804,564697
Eastern,805,561480
Eastern,806,550527
Eastern,807,531890
Eastern,808,530317
Eastern,809,557030
Eastern,810,609649
Eastern,811,673150
Eastern,812,660436
Eastern,813,592384
Eastern,814,557536
Eastern,815,513647
Eastern,816,479155
Eastern,817,448842
Eastern,818,438894
Eastern,819,424306
Eastern,820,413334
Eastern,821,410565
Eastern,822,409624
Eastern,823,422526
Eastern,824,447570
Eastern,825,468961
Eastern,826,489077
Eastern,827,511495
Eastern,828,533318
Eastern,829,550508
Eastern,830,562286
Eastern,831,559458
Eastern,832,553433
Eastern,833,557257
Eastern,834,576983
Eastern,835,592098
Eastern,836,603437
Eastern,837,610709
Eastern,838,591466
Eastern,839,573239
Eastern,840,543005
Eastern,841,495369
Eastern,842,451666
Eastern,843,418972
Eastern,844,407179
Eastern,845,404613
Eastern,846,402661
Eastern,847,409905
Eastern,848,425656
Eastern,849,447172
Eastern,850,470760
Eastern,851,495460
Eastern,852,516092
Eastern,853,533532
Eastern,854,547810
Eastern,855,545111
Eastern,856,539494
Eastern,857,545696
Eastern,858,566081
Eastern,859,585188
Eastern,860,594547
Eastern,861,602369
Eastern,862,589668
Eastern,863,582512
Eastern,864,561859
Eastern,865,516300
Eastern,866,448846
Eastern,867,414872
Eastern,868,408096
Eastern,869,411468
Eastern,870,425680
Eastern,871,463999
Eastern,872,536739
Eastern,873,600237
Eastern,874,610203
Eastern,875,591747
Eastern,876,578526
Eastern,877,573043
Eastern,878,563474
Eastern,879,540991
Eastern,880,535986
Eastern,881,562073
Eastern,882,616711
Eastern,883,686847
Eastern,884,685103
Eastern,885,615995
Eastern,886,573919
Eastern,887,529312
Eastern,888,495640
Eastern,889,462446
Eastern,890,438628
Eastern,891,422971
Eastern,892,414753
Eastern,893,416752
Eastern,894,429651
Eastern,895,467020
Eastern,896,534981
Eastern,897,595124
Eastern,898,602364
Eastern,899,583433
Eastern,900,571350
Eastern,901,567504
Eastern,902,561313
Eastern,903,546327
Eastern,904,545545
Eastern,905,573952
Eastern,906,632098
Eastern,907,702089
Eastern,908,701180
Eastern,909,633371
Eastern,910,591211
Eastern,911,543872
Eastern,912,503890
Eastern,913,469808
Eastern,914,448864
Eastern,915,433773
Eastern,916,426259
Eastern,917,429073
Eastern,918,442124
Eastern,919,479281
Eastern,920,549799
Eastern,921,616549
Eastern,922,627137
Eastern,923,611335
Eastern,924,600877
Eastern,925,599792
Eastern,926,598017
Eastern,927,586322
Eastern,928,585211
Eastern,929,614315
Eastern,930,675192
Eastern,931,748939
Eastern,932,744182
Eastern,933,679213
Eastern,934,627978
Eastern,935,561616
Eastern,936,522084
Eastern,937,487150
Eastern,938,462209
Eastern,939,446155
Eastern,940,438813
Eastern,941,440110
Eastern,942,452839
Eastern,943,492600
Eastern,944,569532
Eastern,945,632127
Eastern,946,637072
Eastern,947,614601
Eastern,948,597823
Eastern,949,590399
Eastern,950,576077
Eastern,951,553619
Eastern,952,549852
Eastern,953,581596
Eastern,954,638887
Eastern,955,712524
Eastern,956,712767
Eastern,957,646287
Eastern,958,608682
Eastern,959,562218
Eastern,960,522803
Eastern,961,487998
Eastern,962,462185
Eastern,963,446569
Eastern,964,438426
Eastern,965,439355
Eastern,966,451128
Eastern,967,487699
Eastern,968,562745
Eastern,969,625459
Eastern,970,634863
Eastern,971,616567
Eastern,972,603951
Eastern,973,600611
Eastern,974,592869
Eastern,975,582597
Eastern,976,584973
Eastern,977,617106
Eastern,978,671510
Eastern,979,734807
Eastern,980,728316
Eastern,981,656926
Eastern,982,614919
Eastern,983,559417
Eastern,984,517078
Eastern,985,486333
Eastern,986,478886
Eastern,987,463271
Eastern,988,451202
Eastern,989,448841
Eastern,990,449211
Eastern,991,466537
Eastern,992,496922
Eastern,993,530176
Eastern,994,560431
Eastern,995,585021
Eastern,996,603614
Eastern,997,618211
Eastern,998,633635
Eastern,999,626542
Eastern,1000,617663
Eastern,1001,624429
Eastern,1002,651676
Eastern,1003,678007
Eastern,1004,701032
Eastern,1005,715601
Eastern,1006,704190
Eastern,1007,686068
Eastern,1008,661239
Eastern,1009,614270
Eastern,1010,565128
Eastern,1011,530410
Eastern,1012,520962
Eastern,1013,521160
Eastern,1014,521840
Eastern,1015,533657
Eastern,1016,556533
Eastern,1017,589756
Eastern,1018,606018
Eastern,1019,611688
Eastern,1020,613656
Eastern,1021,615225
Eastern,1022,612486
Eastern,1023,594563
Eastern,1024,588282
Eastern,1025,596740
Eastern,1026,628974
Eastern,1027,662816
Eastern,1028,694690
Eastern,1029,715191
Eastern,1030,700697
Eastern,1031,680754
Eastern,1032,652584
Eastern,1033,603995
Eastern,1034,535926
Eastern,1035,502451
Eastern,1036,497696
Eastern,1037,503575
Eastern,1038,519178
Eastern,1039,562639
Eastern,1040,659843
Eastern,1041,728312
Eastern,1042,712147
Eastern,1043,672028
Eastern,1044,645393
Eastern,1045,632302
Eastern,1046,613672
Eastern,1047,595394
Eastern,1048,593333
Eastern,1049,626487
Eastern,1050,687885
Eastern,1051,762222
Eastern,1052,758565
Eastern,1053,691925
Eastern,1054,646263
Eastern,1055,581397
Eastern,1056,534247
Eastern,1057,496977
Eastern,1058,470290
Eastern,1059,452671
Eastern,1060,443047
Eastern,1061,442855
Eastern,1062,454001
Eastern,1063,490903
Eastern,1064,568811
Eastern,1065,630611
Eastern,1066,633434
Eastern,1067,611987
Eastern,1068,598620
Eastern,1069,593307
Eastern,1070,588862
Eastern,1071,579248
Eastern,1072,580580
Eastern,1073,608533
Eastern,1074,663959
Eastern,1075,728506
Eastern,1076,718340
Eastern,1077,646601
Eastern,1078,593664
Eastern,1079,534107
Eastern,1080,492037
Eastern,1081,461203
Eastern,1082,435313
Eastern,1083,419273
Eastern,1084,410325
Eastern,1085,411528
Eastern,1086,422967
Eastern,1087,459451
Eastern,1088,525455
Eastern,1089,582901
Eastern,1090,589972
Eastern,1091,574420
Eastern,1092,564728
Eastern,1093,563533
Eastern,1094,558855
Eastern,1095,547377
Eastern,1096,546423
Eastern,1097,574481
Eastern,1098,631099
Eastern,1099,695985
Eastern,1100,689433
Eastern,1101,616161
Eastern,1102,569545
Eastern,1103,519918
Eastern,1104,479486
Eastern,1105,447224
Eastern,1106,421913
Eastern,1107,405381
Eastern,1108,396086
Eastern,1109,395932
Eastern,1110,405952
Eastern,1111,439841
Eastern,1112,503024
Eastern,1113,561713
Eastern,1114,575499
Eastern,1115,567894
Eastern,1116,563536
Eastern,1117,565525
Eastern,1118,564391
Eastern,1119,555937
Eastern,1120,556369
Eastern,1121,583783
Eastern,1122,633571
Eastern,1123,693683
Eastern,1124,691650
Eastern,1125,618356
Eastern,1126,570041
Eastern,1127,514256
Eastern,1128,476794
Eastern,1129,447373
Eastern,1130,420130
Eastern,1131,403942
Eastern,1132,394934
Eastern,1133,395601
Eastern,1134,405658
Eastern,1135,439159
Eastern,1136,498914
Eastern,1137,554856
Eastern,1138,567846
Eastern,1139,556593
Eastern,1140,548304
Eastern,1141,546705
Eastern,1142,538570
Eastern,1143,515736
Eastern,1144,508203
Eastern,1145,535873
Eastern,1146,582698
Eastern,1147,639514
Eastern,1148,627592
Eastern,1149,561509
Eastern,1150,519969
Eastern,1151,494621
Eastern,1152,468971
Eastern,1153,443500
Eastern,1154,437022
Eastern,1155,423623
Eastern,1156,412640
Eastern,1157,411279
Eastern,1158,411600
Eastern,1159,425967
Eastern,1160,453697
Eastern,1161,474887
Eastern,1162,492018
Eastern,1163,511370
Eastern,1164,527124
Eastern,1165,537543
Eastern,1166,536368
Eastern,1167,526623
Eastern,1168,522389
Eastern,1169,527799
Eastern,1170,550960
Eastern,1171,566032
Eastern,1172,583545
Eastern,1173,595540
Eastern,1174,583172
Eastern,1175,570420
Eastern,1176,542559
Eastern,1177,497292
Eastern,1178,451816
Eastern,1179,419328
Eastern,1180,408633
Eastern,1181,407042
Eastern,1182,405812
Eastern,1183,414136
Eastern,1184,432338
Eastern,1185,454844
Eastern,1186,480914
Eastern,1187,505779
Eastern,1188,526188
Eastern,1189,541534
Eastern,1190,552432
Eastern,1191,547646
Eastern,1192,542700
Eastern,1193,549574
Eastern,1194,569998
Eastern,1195,587693
Eastern,1196,606679
Eastern,1197,616306
Eastern,1198,603751
Eastern,1199,589744
Eastern,1200,565380
Eastern,1201,527937
Eastern,1202,465895
Eastern,1203,432472
Eastern,1204,425511
Eastern,1205,429067
Eastern,1206,440059
Eastern,1207,467934
Eastern,1208,509686
Eastern,1209,551413
Eastern,1210,570488
Eastern,1211,565602
Eastern,1212,560302
Eastern,1213,556797
Eastern,1214,540359
Eastern,1215,520447
Eastern,1216,518810
Eastern,1217,544797
Eastern,1218,595489
Eastern,1219,660141
Eastern,1220,656609
Eastern,1221,582246
Eastern,1222,535518
Eastern,1223,524576
Eastern,1224,498610
Eastern,1225,475916
Eastern,1226,450878
Eastern,1227,436064
Eastern,1228,428141
Eastern,1229,430155
Eastern,1230,442017
Eastern,1231,478677
Eastern,1232,547061
Eastern,1233,602589
Eastern,1234,607122
Eastern,1235,588971
Eastern,1236,577655
Eastern,1237,573582
Eastern,1238,563600
Eastern,1239,550511
Eastern,1240,549623
Eastern,1241,576309
Eastern,1242,627735
Eastern,1243,694929
Eastern,1244,696242
Eastern,1245,628754
Eastern,1246,581248
Eastern,1247,514390
Eastern,1248,476154
Eastern,1249,447980
Eastern,1250,421649
Eastern,1251,406055
Eastern,1252,396788
Eastern,1253,396832
Eastern,1254,407060
Eastern,1255,442049
Eastern,1256,500894
Eastern,1257,550372
Eastern,1258,557829
Eastern,1259,545856
Eastern,1260,537982
Eastern,1261,534811
Eastern,1262,526102
Eastern,1263,513056
Eastern,1264,511829
Eastern,1265,540911
Eastern,1266,591612
Eastern,1267,645796
Eastern,1268,637442
Eastern,1269,569048
Eastern,1270,530134
Eastern,1271,487675
Eastern,1272,452121
Eastern,1273,422221
Eastern,1274,397949
Eastern,1275,382177
Eastern,1276,373629
Eastern,1277,374061
Eastern,1278,384312
Eastern,1279,417545
Eastern,1280,474076
Eastern,1281,522950
Eastern,1282,534839
Eastern,1283,529798
Eastern,1284,529120
Eastern,1285,531426
Eastern,1286,524128
Eastern,1287,513646
Eastern,1288,515034
Eastern,1289,543652
Eastern,1290,591150
Eastern,1291,643215
Eastern,1292,634961
Eastern,1293,569013
Eastern,1294,529476
Eastern,1295,488003
Eastern,1296,450539
Eastern,1297,423709
Eastern,1298,400559
Eastern,1299,385015
Eastern,1300,375471
Eastern,1301,375351
Eastern,1302,383979
Eastern,1303,415187
Eastern,1304,473728
Eastern,1305,530612
Eastern,1306,552632
Eastern,1307,554675
Eastern,1308,557587
Eastern,1309,562510
Eastern,1310,563611
Eastern,1311,556570
Eastern,1312,558987
Eastern,1313,585615
Eastern,1314,632763
Eastern,1315,685196
Eastern,1316,677104
Eastern,1317,607775
Eastern,1318,561814
Eastern,1319,510988
Eastern,1320,473648
Eastern,1321,453246
Eastern,1322,451536
Eastern,1323,438963
Eastern,1324,427885
Eastern,1325,427104
Eastern,1326,427703
Eastern,1327,443712
Eastern,1328,472653
Eastern,1329,495041
Eastern,1330,515462
Eastern,1331,535083
Eastern,1332,551780
Eastern,1333,558657
Eastern,1334,556018
Eastern,1335,548653
Eastern,1336,538736
Eastern,1337,546433
Eastern,1338,570314
Eastern,1339,589430
Eastern,1340,611062
Eastern,1341,627214
Eastern,1342,618045
Eastern,1343,595453
Eastern,1344,566802
Eastern,1345,530231
Eastern,1346,486660
Eastern,1347,452606
Eastern,1348,441809
Eastern,1349,440209
Eastern,1350,439808
Eastern,1351,448953
Eastern,1352,467183
Eastern,1353,483520
Eastern,1354,496766
Eastern,1355,509045
Eastern,1356,518098
Eastern,1357,521692
Eastern,1358,518014
Eastern,1359,507125
