GENERATION_PROJECT,build_year,build_gen_predetermined,gen_predetermined_storage_energy_mwh
RMRG_natural_gas_fired_combustion_turbine_1,2003,292.0,.
RMRG_natural_gas_fired_combustion_turbine_1,2005,110.6,.
RMRG_natural_gas_fired_combustion_turbine_1,2007,310.0,.
RMRG_natural_gas_fired_combustion_turbine_1,2016,40.0,.
RMRG_natural_gas_fired_combustion_turbine_1,2012,180.0,.
RMRG_natural_gas_fired_combustion_turbine_1,2014,37.0,.
RMRG_natural_gas_internal_combustion_engine_1,2023,2.2,.
RMRG_natural_gas_internal_combustion_engine_1,2002,114.0,.
RMRG_natural_gas_internal_combustion_engine_1,2008,116.2,.
RMRG_natural_gas_internal_combustion_engine_1,2015,7.0,.
RMRG_natural_gas_internal_combustion_engine_1,2022,4.0,.
RMRG_onshore_wind_turbine_1,2027,1500.0,.
RMRG_onshore_wind_turbine_1,2028,750.0,.
RMRG_onshore_wind_turbine_1,2029,750.0,.
RMRG_onshore_wind_turbine_1,2021,812.2,.
RMRG_onshore_wind_turbine_1,2022,145.0,.
RMRG_onshore_wind_turbine_1,2024,329.8,.
RMRG_small_hydroelectric_1,2013,5.4,.
RMRG_small_hydroelectric_1,2006,0.5,.
RMRG_small_hydroelectric_1,1952,17.2,.
RMRG_small_hydroelectric_1,1959,7.1,.
RMRG_small_hydroelectric_1,1951,9.8,.
RMRG_small_hydroelectric_1,1962,15.5,.
RMRG_small_hydroelectric_1,1968,11.2,.
RMRG_small_hydroelectric_1,2009,0.8,.
RMRG_small_hydroelectric_1,2010,0.9,.
RMRG_small_hydroelectric_1,1997,28.0,.
RMRG_small_hydroelectric_1,1992,19.2,.
RMRG_small_hydroelectric_1,1993,14.5,.
RMRG_small_hydroelectric_1,1985,10.1,.
RMRG_small_hydroelectric_1,1994,4.5,.
RMRG_small_hydroelectric_1,1986,1.0,.
RMRG_small_hydroelectric_1,1987,4.8,.
RMRG_small_hydroelectric_1,2012,1.3,.
RMRG_small_hydroelectric_1,1988,5.5,.
RMRG_small_hydroelectric_1,2007,7.8,.
RMRG_small_hydroelectric_1,1989,5.8,.
RMRG_small_hydroelectric_1,2004,3.5,.
RMRG_small_hydroelectric_1,2000,3.3,.
RMRG_small_hydroelectric_1,1983,2.0,.
RMRG_small_hydroelectric_1,2014,0.9,.
RMRG_small_hydroelectric_1,2016,0.2,.
RMRG_small_hydroelectric_1,2015,7.3,.
RMRG_small_hydroelectric_1,2017,2.4,.
RMRG_small_hydroelectric_1,2019,7.1,.
RMRG_solar_photovoltaic_1,2021,378.9,.
RMRG_solar_photovoltaic_1,2023,921.0,.
RMRG_solar_photovoltaic_1,2022,235.0,.
RMRG_solar_photovoltaic_1,2024,4.4,.
SPPC_biomass_1,2013,1.9,.
SPPC_biomass_1,2011,1.6,.
SPPC_conventional_steam_coal_1,2010,877.0,.
SPPC_conventional_steam_coal_1,2011,275.0,.
SPPC_natural_gas_fired_combined_cycle_1,2016,117.0,.
SPPC_natural_gas_fired_combined_cycle_1,2007,180.0,.
SPPC_natural_gas_fired_combined_cycle_1,2000,142.8,.
SPPC_natural_gas_fired_combined_cycle_1,1997,328.0,.
SPPC_natural_gas_fired_combined_cycle_1,2001,729.4,.
SPPC_natural_gas_fired_combined_cycle_1,2002,284.8,.
SPPC_natural_gas_fired_combustion_turbine_1,2001,488.4,.
SPPC_natural_gas_fired_combustion_turbine_1,2002,167.8,.
SPPC_natural_gas_fired_combustion_turbine_1,2006,76.0,.
SPPC_natural_gas_fired_combustion_turbine_1,2003,623.0,.
SPPC_natural_gas_fired_combustion_turbine_1,2005,351.0,.
SPPC_natural_gas_fired_combustion_turbine_1,2008,349.0,.
SPPC_natural_gas_fired_combustion_turbine_1,2009,342.8,.
SPPC_natural_gas_internal_combustion_engine_1,1996,10.9,.
SPPC_natural_gas_internal_combustion_engine_1,2005,12.9,.
SPPC_natural_gas_internal_combustion_engine_1,1997,6.7,.
SPPC_natural_gas_internal_combustion_engine_1,1995,0.9,.
SPPC_natural_gas_internal_combustion_engine_1,1999,1.3,.
SPPC_natural_gas_internal_combustion_engine_1,2001,10.3,.
SPPC_natural_gas_internal_combustion_engine_1,1998,13.5,.
SPPC_natural_gas_internal_combustion_engine_1,2000,5.0,.
SPPC_natural_gas_internal_combustion_engine_1,1993,6.3,.
SPPC_natural_gas_internal_combustion_engine_1,2011,1.9,.
SPPC_natural_gas_internal_combustion_engine_1,1992,0.8,.
SPPC_natural_gas_internal_combustion_engine_1,1994,20.9,.
SPPC_natural_gas_internal_combustion_engine_1,2016,3.2,.
SPPC_natural_gas_internal_combustion_engine_1,2023,4.0,.
SPPC_natural_gas_internal_combustion_engine_1,2004,13.6,.
SPPC_natural_gas_internal_combustion_engine_1,2014,139.5,.
SPPC_natural_gas_internal_combustion_engine_1,2017,56.1,.
SPPC_natural_gas_steam_turbine_1,2006,0.7,.
SPPC_natural_gas_steam_turbine_1,2008,5.0,.
SPPC_onshore_wind_turbine_1,2021,1367.7,.
SPPC_onshore_wind_turbine_1,2022,197.4,.
SPPC_onshore_wind_turbine_1,2023,200.0,.
SPPC_petroleum_liquids_1,2014,2.8,.
SPPC_petroleum_liquids_1,2016,2.0,.
SPPC_petroleum_liquids_1,2021,1.8,.
SPPC_petroleum_liquids_1,2015,2.5,.
SPPC_petroleum_liquids_1,2017,13.8,.
SPPC_petroleum_liquids_1,2022,2.8,.
SPPC_petroleum_liquids_1,2018,6.0,.
SPPC_petroleum_liquids_1,2019,1.0,.
SPPC_petroleum_liquids_1,2023,3.0,.
SPPC_solar_photovoltaic_1,2021,5.2,.
SPPC_solar_photovoltaic_1,2022,11.3,.
SPPC_solar_photovoltaic_1,2023,12.0,.
SPPN_biomass_1,2014,4.8,.
SPPN_biomass_1,2001,1.0,.
SPPN_biomass_1,2018,5.4,.
SPPN_conventional_hydroelectric_1,1984,41.0,.
SPPN_conventional_hydroelectric_1,1956,419.0,.
SPPN_conventional_hydroelectric_1,1960,204.0,.
SPPN_conventional_hydroelectric_1,1962,408.0,.
SPPN_conventional_hydroelectric_1,1963,306.0,.
SPPN_conventional_hydroelectric_1,1954,180.0,.
SPPN_conventional_hydroelectric_1,1955,135.0,.
SPPN_conventional_hydroelectric_1,1964,130.0,.
SPPN_conventional_hydroelectric_1,1965,260.0,.
SPPN_conventional_hydroelectric_1,1966,130.0,.
SPPN_conventional_hydroelectric_1,1951,50.0,.
SPPN_conventional_hydroelectric_1,1961,98.0,.
SPPN_conventional_hydroelectric_1,1957,34.0,.
SPPN_conventional_steam_coal_1,2011,232.0,.
SPPN_conventional_steam_coal_1,2009,691.0,.
SPPN_conventional_steam_coal_1,1986,450.0,.
SPPN_conventional_steam_coal_1,1988,7.9,.
SPPN_conventional_steam_coal_1,2010,61.0,.
SPPN_conventional_steam_coal_1,1987,5.0,.
SPPN_natural_gas_fired_combined_cycle_1,2004,76.6,.
SPPN_natural_gas_fired_combined_cycle_1,2003,48.0,.
SPPN_natural_gas_fired_combined_cycle_1,2005,220.0,.
SPPN_natural_gas_fired_combined_cycle_1,2012,300.0,.
SPPN_natural_gas_fired_combustion_turbine_1,2003,409.8,.
SPPN_natural_gas_fired_combustion_turbine_1,2013,150.0,.
SPPN_natural_gas_fired_combustion_turbine_1,2001,96.0,.
SPPN_natural_gas_fired_combustion_turbine_1,2004,93.4,.
SPPN_natural_gas_fired_combustion_turbine_1,2007,46.7,.
SPPN_natural_gas_fired_combustion_turbine_1,2006,95.0,.
SPPN_natural_gas_fired_combustion_turbine_1,2008,94.0,.
SPPN_natural_gas_fired_combustion_turbine_1,2010,95.0,.
SPPN_natural_gas_fired_combustion_turbine_1,2014,90.0,.
SPPN_natural_gas_fired_combustion_turbine_1,2015,90.0,.
SPPN_natural_gas_fired_combustion_turbine_1,2017,90.0,.
SPPN_natural_gas_fired_combustion_turbine_1,2021,329.5,.
SPPN_natural_gas_fired_combustion_turbine_1,2024,442.2,.
SPPN_natural_gas_internal_combustion_engine_1,1993,3.7,.
SPPN_natural_gas_internal_combustion_engine_1,2018,9.3,.
SPPN_natural_gas_internal_combustion_engine_1,1992,1.2,.
SPPN_natural_gas_internal_combustion_engine_1,2017,106.8,.
SPPN_natural_gas_internal_combustion_engine_1,2024,151.2,.
SPPN_natural_gas_internal_combustion_engine_1,2022,55.2,.
SPPN_natural_gas_steam_turbine_1,2019,3.6,.
SPPN_natural_gas_steam_turbine_1,2021,3.9,.
SPPN_onshore_wind_turbine_1,2021,1134.5,.
SPPN_onshore_wind_turbine_1,2022,603.6,.
SPPN_onshore_wind_turbine_1,2023,804.0,.
SPPN_petroleum_liquids_1,2011,10.0,.
SPPN_solar_photovoltaic_1,2021,4.4,.
SPPN_solar_photovoltaic_1,2023,81.0,.
SPPN_solar_photovoltaic_1,2022,8.5,.
SPPS_biomass_1,2011,1.4,.
SPPS_conventional_hydroelectric_1,1965,233.8,.
SPPS_conventional_hydroelectric_1,1972,63.0,.
SPPS_conventional_hydroelectric_1,1964,321.5,.
SPPS_conventional_hydroelectric_1,1952,125.0,.
SPPS_conventional_hydroelectric_1,1953,138.2,.
SPPS_conventional_hydroelectric_1,1962,100.0,.
SPPS_conventional_hydroelectric_1,1963,100.0,.
SPPS_conventional_hydroelectric_1,1966,35.0,.
SPPS_conventional_hydroelectric_1,1959,106.0,.
SPPS_conventional_hydroelectric_1,1961,110.5,.
SPPS_conventional_hydroelectric_1,1968,80.0,.
SPPS_conventional_hydroelectric_1,1971,114.8,.
SPPS_conventional_hydroelectric_1,1973,144.0,.
SPPS_conventional_hydroelectric_1,1974,23.0,.
SPPS_conventional_hydroelectric_1,1970,115.0,.
SPPS_conventional_steam_coal_1,1990,320.0,.
SPPS_conventional_steam_coal_1,2012,650.0,.
SPPS_hydroelectric_pumped_storage_1,1972,30.0,465
SPPS_hydroelectric_pumped_storage_1,1968,129.0,1999.5
SPPS_hydroelectric_pumped_storage_1,1971,129.0,1999.5
SPPS_hydroelectric_pumped_storage_1,1982,124.0,1922
SPPS_hydroelectric_pumped_storage_1,1981,31.0,480.5
SPPS_hydroelectric_pumped_storage_1,1979,31.0,480.5
SPPS_natural_gas_fired_combined_cycle_1,2017,503.0,.
SPPS_natural_gas_fired_combined_cycle_1,2002,1493.1,.
SPPS_natural_gas_fired_combined_cycle_1,1963,62.0,.
SPPS_natural_gas_fired_combined_cycle_1,2001,1277.6,.
SPPS_natural_gas_fired_combined_cycle_1,2000,199.0,.
SPPS_natural_gas_fired_combined_cycle_1,1959,18.0,.
SPPS_natural_gas_fired_combined_cycle_1,1957,18.0,.
SPPS_natural_gas_fired_combined_cycle_1,1995,44.1,.
SPPS_natural_gas_fired_combined_cycle_1,1966,18.8,.
SPPS_natural_gas_fired_combined_cycle_1,1999,307.0,.
SPPS_natural_gas_fired_combined_cycle_1,2003,2400.0,.
SPPS_natural_gas_fired_combined_cycle_1,2004,1433.6,.
SPPS_natural_gas_fired_combined_cycle_1,2008,634.0,.
SPPS_natural_gas_fired_combined_cycle_1,2010,534.0,.
SPPS_natural_gas_fired_combustion_turbine_1,2001,331.0,.
SPPS_natural_gas_fired_combustion_turbine_1,2017,401.0,.
SPPS_natural_gas_fired_combustion_turbine_1,2008,335.2,.
SPPS_natural_gas_fired_combustion_turbine_1,2009,135.0,.
SPPS_natural_gas_fired_combustion_turbine_1,2011,183.0,.
SPPS_natural_gas_fired_combustion_turbine_1,2013,368.5,.
SPPS_natural_gas_fired_combustion_turbine_1,2003,43.9,.
SPPS_natural_gas_fired_combustion_turbine_1,2005,117.0,.
SPPS_natural_gas_fired_combustion_turbine_1,2006,161.5,.
SPPS_natural_gas_fired_combustion_turbine_1,2007,507.1,.
SPPS_natural_gas_fired_combustion_turbine_1,2010,40.0,.
SPPS_natural_gas_fired_combustion_turbine_1,2015,324.0,.
SPPS_natural_gas_fired_combustion_turbine_1,2016,409.2,.
SPPS_natural_gas_internal_combustion_engine_1,2001,29.4,.
SPPS_natural_gas_internal_combustion_engine_1,2002,13.2,.
SPPS_natural_gas_internal_combustion_engine_1,2008,73.8,.
SPPS_natural_gas_internal_combustion_engine_1,2016,83.4,.
SPPS_natural_gas_internal_combustion_engine_1,2011,167.4,.
SPPS_natural_gas_internal_combustion_engine_1,2012,49.5,.
SPPS_natural_gas_internal_combustion_engine_1,2006,3.9,.
SPPS_onshore_wind_turbine_1,2024,169.2,.
SPPS_onshore_wind_turbine_1,2023,1319.7,.
SPPS_onshore_wind_turbine_1,2021,1688.7,.
SPPS_onshore_wind_turbine_1,2022,2329.2,.
SPPS_petroleum_liquids_1,2019,3.0,.
SPPS_petroleum_liquids_1,2012,2.5,.
SPPS_small_hydroelectric_1,1969,9.7,.
SPPS_small_hydroelectric_1,1988,17.0,.
SPPS_small_hydroelectric_1,1989,29.6,.
SPPS_small_hydroelectric_1,1992,1.3,.
SPPS_small_hydroelectric_1,2007,7.8,.
SPPS_small_hydroelectric_1,2006,4.3,.
SPPS_solar_photovoltaic_1,2021,9.0,.
SPPS_solar_photovoltaic_1,2022,5.0,.
SPPS_solar_photovoltaic_1,2023,50.0,.
SRCA_biomass_1,2014,46.0,.
SRCA_biomass_1,2017,3.6,.
SRCA_biomass_1,2011,13.0,.
SRCA_biomass_1,2012,25.8,.
SRCA_biomass_1,2010,38.0,.
SRCA_biomass_1,2013,48.8,.
SRCA_biomass_1,2016,5.2,.
SRCA_biomass_1,2015,7.0,.
SRCA_biomass_1,2019,5.1,.
SRCA_conventional_hydroelectric_1,1960,25.0,.
SRCA_conventional_hydroelectric_1,2011,1.5,.
SRCA_conventional_hydroelectric_1,1963,243.0,.
SRCA_conventional_hydroelectric_1,1967,81.0,.
SRCA_conventional_hydroelectric_1,1953,195.0,.
SRCA_conventional_hydroelectric_1,1971,218.0,.
SRCA_conventional_hydroelectric_1,1954,144.0,.
SRCA_conventional_hydroelectric_1,1985,84.4,.
SRCA_conventional_hydroelectric_1,1962,39.0,.
SRCA_conventional_steam_coal_1,1995,590.0,.
SRCA_conventional_steam_coal_1,2007,600.0,.
SRCA_conventional_steam_coal_1,2008,600.0,.
SRCA_conventional_steam_coal_1,2012,849.0,.
SRCA_hydroelectric_pumped_storage_1,1973,390.0,6045
SRCA_hydroelectric_pumped_storage_1,1975,390.0,6045
SRCA_hydroelectric_pumped_storage_1,1978,576.0,8928
SRCA_hydroelectric_pumped_storage_1,1991,1440.0,22320
SRCA_natural_gas_fired_combined_cycle_1,2019,280.0,.
SRCA_natural_gas_fired_combined_cycle_1,2011,1398.0,.
SRCA_natural_gas_fired_combined_cycle_1,2012,1777.0,.
SRCA_natural_gas_fired_combined_cycle_1,2018,1322.0,.
SRCA_natural_gas_fired_combined_cycle_1,2002,923.0,.
SRCA_natural_gas_fired_combined_cycle_1,1953,65.0,.
SRCA_natural_gas_fired_combined_cycle_1,1954,66.0,.
SRCA_natural_gas_fired_combined_cycle_1,2003,565.0,.
SRCA_natural_gas_fired_combined_cycle_1,2001,530.0,.
SRCA_natural_gas_fired_combined_cycle_1,1998,101.0,.
SRCA_natural_gas_fired_combined_cycle_1,2004,1557.2,.
SRCA_natural_gas_fired_combined_cycle_1,2013,719.0,.
SRCA_natural_gas_fired_combustion_turbine_1,2007,768.1,.
SRCA_natural_gas_fired_combustion_turbine_1,2009,216.0,.
SRCA_natural_gas_fired_combustion_turbine_1,2010,51.0,.
SRCA_natural_gas_fired_combustion_turbine_1,2024,616.7,.
SRCA_natural_gas_fired_combustion_turbine_1,2001,1715.7,.
SRCA_natural_gas_fired_combustion_turbine_1,2002,929.0,.
SRCA_natural_gas_fired_combustion_turbine_1,2004,270.0,.
SRCA_natural_gas_fired_combustion_turbine_1,2003,374.0,.
SRCA_natural_gas_fired_combustion_turbine_1,2013,61.1,.
SRCA_natural_gas_fired_combustion_turbine_1,2012,778.3,.
SRCA_natural_gas_fired_combustion_turbine_1,2017,96.0,.
SRCA_natural_gas_fired_combustion_turbine_1,2005,2.0,.
SRCA_natural_gas_fired_combustion_turbine_1,2014,2.0,.
SRCA_natural_gas_fired_combustion_turbine_1,2019,24.6,.
SRCA_nuclear_1,1971,792.9,.
SRCA_nuclear_1,1973,865.0,.
SRCA_nuclear_1,1974,1753.0,.
SRCA_nuclear_1,1977,975.0,.
SRCA_nuclear_1,1975,953.0,.
SRCA_nuclear_1,1987,1009.0,.
SRCA_nuclear_1,1985,1198.7,.
SRCA_nuclear_1,1986,1179.8,.
SRCA_nuclear_1,1981,1199.0,.
SRCA_nuclear_1,1984,2179.2,.
SRCA_petroleum_liquids_1,2013,15.5,.
SRCA_petroleum_liquids_1,2011,9.2,.
SRCA_petroleum_liquids_1,2015,0.4,.
SRCA_petroleum_liquids_1,2012,3.6,.
SRCA_petroleum_liquids_1,2019,3.5,.
SRCA_small_hydroelectric_1,1985,8.5,.
SRCA_small_hydroelectric_1,1996,14.0,.
SRCA_small_hydroelectric_1,1954,9.5,.
SRCA_small_hydroelectric_1,1952,6.4,.
SRCA_small_hydroelectric_1,1955,9.8,.
SRCA_small_hydroelectric_1,1966,4.4,.
SRCA_small_hydroelectric_1,1988,2.4,.
SRCA_small_hydroelectric_1,1981,1.0,.
SRCA_small_hydroelectric_1,1982,0.5,.
SRCA_small_hydroelectric_1,1989,5.8,.
SRCA_small_hydroelectric_1,1986,3.0,.
SRCA_small_hydroelectric_1,1987,0.7,.
SRCA_small_hydroelectric_1,1997,0.8,.
SRCA_small_hydroelectric_1,2000,0.4,.
SRCA_small_hydroelectric_1,2013,1.1,.
SRCA_small_hydroelectric_1,2012,4.4,.
SRCA_solar_photovoltaic_1,2021,579.1,.
SRCA_solar_photovoltaic_1,2023,650.8,.
SRCA_solar_photovoltaic_1,2022,460.0,.
SRCA_solar_photovoltaic_1,2026,989.4,.
SRCA_solar_photovoltaic_1,2025,75.0,.
SRCA_solar_photovoltaic_1,2024,74.4,.
SRCE_biomass_1,2010,22.5,.
SRCE_biomass_1,2011,3.3,.
SRCE_biomass_1,2002,0.9,.
SRCE_biomass_1,2005,1.8,.
SRCE_biomass_1,2012,6.4,.
SRCE_biomass_1,2013,7.9,.
SRCE_biomass_1,2016,2.8,.
SRCE_biomass_1,2015,1.8,.
SRCE_biomass_1,2019,2.4,.
SRCE_conventional_hydroelectric_1,1952,281.8,.
SRCE_conventional_hydroelectric_1,1963,76.5,.
SRCE_conventional_hydroelectric_1,1962,148.2,.
SRCE_conventional_hydroelectric_1,1966,148.0,.
SRCE_conventional_hydroelectric_1,1951,302.4,.
SRCE_conventional_hydroelectric_1,1954,150.9,.
SRCE_conventional_hydroelectric_1,1953,191.5,.
SRCE_conventional_hydroelectric_1,1964,79.4,.
SRCE_conventional_hydroelectric_1,1968,108.0,.
SRCE_conventional_hydroelectric_1,1972,36.2,.
SRCE_conventional_hydroelectric_1,1987,0.5,.
SRCE_conventional_hydroelectric_1,1973,68.0,.
SRCE_conventional_hydroelectric_1,1974,38.0,.
SRCE_conventional_hydroelectric_1,1957,166.7,.
SRCE_conventional_hydroelectric_1,1977,61.0,.
SRCE_conventional_hydroelectric_1,1958,41.4,.
SRCE_conventional_hydroelectric_1,1961,54.9,.
SRCE_conventional_hydroelectric_1,2012,84.0,.
SRCE_conventional_hydroelectric_1,2013,28.0,.
SRCE_conventional_hydroelectric_1,2016,105.0,.
SRCE_conventional_hydroelectric_1,2026,2.8,.
SRCE_conventional_hydroelectric_1,2024,2.8,.
SRCE_conventional_steam_coal_1,1990,511.0,.
SRCE_conventional_steam_coal_1,2011,760.0,.
SRCE_conventional_steam_coal_1,1994,34.6,.
SRCE_conventional_steam_coal_1,2001,440.0,.
SRCE_hydroelectric_pumped_storage_1,1956,67.5,1046.25
SRCE_hydroelectric_pumped_storage_1,1979,1212.2,18789.1
SRCE_hydroelectric_pumped_storage_1,1978,404.1,6263.55
SRCE_natural_gas_fired_combined_cycle_1,2015,683.0,.
SRCE_natural_gas_fired_combined_cycle_1,2017,1160.0,.
SRCE_natural_gas_fired_combined_cycle_1,2018,1114.1,.
SRCE_natural_gas_fired_combined_cycle_1,2012,940.0,.
SRCE_natural_gas_fired_combined_cycle_1,2010,615.0,.
SRCE_natural_gas_fired_combined_cycle_1,2000,883.5,.
SRCE_natural_gas_fired_combined_cycle_1,2003,4458.0,.
SRCE_natural_gas_fired_combined_cycle_1,2002,685.0,.
SRCE_natural_gas_fired_combined_cycle_1,2004,181.0,.
SRCE_natural_gas_fired_combined_cycle_1,2006,765.0,.
SRCE_natural_gas_fired_combustion_turbine_1,2001,1059.4,.
SRCE_natural_gas_fired_combustion_turbine_1,2004,716.0,.
SRCE_natural_gas_fired_combustion_turbine_1,2002,1851.0,.
SRCE_natural_gas_fired_combustion_turbine_1,2017,6.5,.
SRCE_natural_gas_fired_combustion_turbine_1,2015,8.7,.
SRCE_natural_gas_fired_combustion_turbine_1,2010,124.0,.
SRCE_natural_gas_fired_combustion_turbine_1,2016,61.4,.
SRCE_nuclear_1,1974,1286.7,.
SRCE_nuclear_1,1975,1290.3,.
SRCE_nuclear_1,1977,1289.2,.
SRCE_nuclear_1,1981,1177.4,.
SRCE_nuclear_1,1982,1155.1,.
SRCE_nuclear_1,1996,1179.0,.
SRCE_nuclear_1,2016,1164.0,.
SRCE_small_hydroelectric_1,1994,1.3,.
SRCE_small_hydroelectric_1,1956,18.4,.
SRCE_small_hydroelectric_1,1993,0.9,.
SRCE_small_hydroelectric_1,2008,0.7,.
SRCE_small_hydroelectric_1,2007,1.6,.
SRCE_small_hydroelectric_1,1954,13.1,.
SRCE_small_hydroelectric_1,1970,30.0,.
SRCE_small_hydroelectric_1,2023,2.5,.
SRCE_small_hydroelectric_1,2024,9.0,.
SRCE_small_hydroelectric_1,2021,2.5,.
SRCE_solar_photovoltaic_1,2021,236.0,.
SRCE_solar_photovoltaic_1,2024,472.0,.
SRCE_solar_photovoltaic_1,2022,220.7,.
SRCE_solar_photovoltaic_1,2023,711.3,.
SRSE_biomass_1,2019,145.7,.
SRSE_biomass_1,2010,21.6,.
SRSE_biomass_1,2015,30.5,.
SRSE_biomass_1,1980,46.6,.
SRSE_biomass_1,2004,25.0,.
SRSE_biomass_1,1991,47.3,.
SRSE_biomass_1,2007,24.9,.
SRSE_biomass_1,2013,99.3,.
SRSE_biomass_1,1981,20.0,.
SRSE_biomass_1,1948,16.9,.
SRSE_biomass_1,2014,36.5,.
SRSE_biomass_1,2017,102.0,.
SRSE_biomass_1,2023,28.8,.
SRSE_biomass_1,2011,69.2,.
SRSE_biomass_1,2021,1.9,.
SRSE_biomass_1,1954,17.6,.
SRSE_biomass_1,2016,23.4,.
SRSE_conventional_hydroelectric_1,1963,255.7,.
SRSE_conventional_hydroelectric_1,1967,345.3,.
SRSE_conventional_hydroelectric_1,1966,68.1,.
SRSE_conventional_hydroelectric_1,1968,108.6,.
SRSE_conventional_hydroelectric_1,1964,119.1,.
SRSE_conventional_hydroelectric_1,1952,54.7,.
SRSE_conventional_hydroelectric_1,1985,513.2,.
SRSE_conventional_hydroelectric_1,1961,136.1,.
SRSE_conventional_hydroelectric_1,1962,436.8,.
SRSE_conventional_hydroelectric_1,1970,90.0,.
SRSE_conventional_hydroelectric_1,1951,22.0,.
SRSE_conventional_hydroelectric_1,1955,5.1,.
SRSE_conventional_hydroelectric_1,1956,5.1,.
SRSE_conventional_hydroelectric_1,2005,25.6,.
SRSE_conventional_hydroelectric_1,1959,58.3,.
SRSE_conventional_hydroelectric_1,1953,43.8,.
SRSE_conventional_hydroelectric_1,1983,203.0,.
SRSE_conventional_hydroelectric_1,2003,60.0,.
SRSE_conventional_hydroelectric_1,2004,60.0,.
SRSE_conventional_hydroelectric_1,1980,114.2,.
SRSE_conventional_hydroelectric_1,1975,449.0,.
SRSE_conventional_hydroelectric_1,1986,84.0,.
SRSE_conventional_steam_coal_1,1989,693.0,.
SRSE_conventional_steam_coal_1,1991,704.0,.
SRSE_conventional_steam_coal_1,1987,860.0,.
SRSE_hydroelectric_pumped_storage_1,1980,159.9,2478.45
SRSE_hydroelectric_pumped_storage_1,1979,53.3,826.15
SRSE_hydroelectric_pumped_storage_1,1977,320.0,4960
SRSE_hydroelectric_pumped_storage_1,2002,328.0,5084
SRSE_hydroelectric_pumped_storage_1,1995,1035.0,16042.5
SRSE_natural_gas_fired_combined_cycle_1,2000,1397.2,.
SRSE_natural_gas_fired_combined_cycle_1,2023,1455.7,.
SRSE_natural_gas_fired_combined_cycle_1,1996,116.0,.
SRSE_natural_gas_fired_combined_cycle_1,1959,22.0,.
SRSE_natural_gas_fired_combined_cycle_1,1954,18.0,.
SRSE_natural_gas_fired_combined_cycle_1,2002,5902.7,.
SRSE_natural_gas_fired_combined_cycle_1,2011,913.0,.
SRSE_natural_gas_fired_combined_cycle_1,2012,1798.0,.
SRSE_natural_gas_fired_combined_cycle_1,2001,1377.4,.
SRSE_natural_gas_fired_combined_cycle_1,1999,201.5,.
SRSE_natural_gas_fired_combined_cycle_1,2008,686.2,.
SRSE_natural_gas_fired_combined_cycle_1,2003,3643.6,.
SRSE_natural_gas_fired_combined_cycle_1,2004,544.6,.
SRSE_natural_gas_fired_combined_cycle_1,1994,55.2,.
SRSE_natural_gas_fired_combined_cycle_1,1993,11.7,.
SRSE_natural_gas_fired_combined_cycle_1,1997,215.0,.
SRSE_natural_gas_fired_combined_cycle_1,1998,115.0,.
SRSE_natural_gas_fired_combined_cycle_1,2010,815.0,.
SRSE_natural_gas_fired_combined_cycle_1,2005,1368.8,.
SRSE_natural_gas_fired_combined_cycle_1,2014,840.0,.
SRSE_natural_gas_fired_combustion_turbine_1,2021,928.2,.
SRSE_natural_gas_fired_combustion_turbine_1,2010,448.0,.
SRSE_natural_gas_fired_combustion_turbine_1,2001,1927.9,.
SRSE_natural_gas_fired_combustion_turbine_1,2002,1630.8,.
SRSE_natural_gas_fired_combustion_turbine_1,2003,1725.2,.
SRSE_natural_gas_fired_combustion_turbine_1,2004,96.6,.
SRSE_natural_gas_fired_combustion_turbine_1,2019,46.0,.
SRSE_natural_gas_fired_combustion_turbine_1,2022,1.0,.
SRSE_natural_gas_internal_combustion_engine_1,2006,10.4,.
SRSE_natural_gas_internal_combustion_engine_1,2012,6.6,.
SRSE_nuclear_1,1987,1150.0,.
SRSE_nuclear_1,1989,1152.0,.
SRSE_nuclear_1,2023,1114.0,.
SRSE_nuclear_1,2024,1114.0,.
SRSE_nuclear_1,1977,874.0,.
SRSE_nuclear_1,1981,896.0,.
SRSE_nuclear_1,1975,876.0,.
SRSE_nuclear_1,1979,883.0,.
SRSE_petroleum_liquids_1,2015,0.3,.
SRSE_petroleum_liquids_1,2013,4.0,.
SRSE_small_hydroelectric_1,1985,1.8,.
SRSE_small_hydroelectric_1,1986,2.1,.
SRSE_small_hydroelectric_1,1988,1.4,.
SRSE_small_hydroelectric_1,1994,0.9,.
SRSE_solar_photovoltaic_1,2021,944.4,.
SRSE_solar_photovoltaic_1,2022,705.3,.
SRSE_solar_photovoltaic_1,2024,1183.4,.
SRSE_solar_photovoltaic_1,2023,1605.2,.
SRSE_solar_photovoltaic_1,2026,74.5,.
SRSE_solar_photovoltaic_1,2025,74.5,.
SRSG_biomass_1,2004,2.5,.
SRSG_biomass_1,2008,22.2,.
SRSG_biomass_1,2012,3.2,.
SRSG_conventional_hydroelectric_1,1973,36.0,.
SRSG_conventional_hydroelectric_1,1951,254.8,.
SRSG_conventional_hydroelectric_1,1964,495.0,.
SRSG_conventional_hydroelectric_1,1965,495.0,.
SRSG_conventional_hydroelectric_1,1966,322.0,.
SRSG_conventional_hydroelectric_1,1952,328.5,.
SRSG_conventional_steam_coal_1,1990,406.0,.
SRSG_conventional_steam_coal_1,2006,417.0,.
SRSG_conventional_steam_coal_1,2009,415.0,.
SRSG_geothermal_1,2022,42.5,.
