Time_Index,None,waste_biomass,mountain_coal,mountain_naturalgas,mountain_distillate,pacific_naturalgas,pacific_uranium,pacific_distillate,pacific_coal,south_atlantic_coal,south_atlantic_naturalgas,south_atlantic_uranium,south_atlantic_distillate,new_england_coal,new_england_naturalgas,new_england_uranium,new_england_distillate,east_north_central_coal,east_north_central_naturalgas,east_north_central_uranium,east_north_central_distillate,west_south_central_coal,west_south_central_naturalgas,west_south_central_uranium,west_south_central_distillate,middle_atlantic_naturalgas,middle_atlantic_distillate,middle_atlantic_uranium,middle_atlantic_coal,west_north_central_coal,west_north_central_naturalgas,west_north_central_uranium,west_north_central_distillate,east_south_central_coal,east_south_central_naturalgas,east_south_central_uranium,east_south_central_distillate,mountain_uranium,hydrogen,pacific_naturalgas_ccs90,south_atlantic_naturalgas_ccs90,east_north_central_naturalgas_ccs90,west_south_central_naturalgas_ccs90,mountain_naturalgas_ccs90,west_north_central_naturalgas_ccs90,east_south_central_naturalgas_ccs90
219,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
220,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
221,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
222,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
223,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
224,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
225,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
226,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
227,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
228,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
229,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
230,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
231,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
232,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
233,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
234,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
235,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
236,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
237,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
238,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
239,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
240,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
241,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
242,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
243,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
244,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
245,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
246,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
247,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
248,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
249,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
250,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
251,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
252,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
253,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
254,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
255,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
256,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
257,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
258,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
259,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
260,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
261,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
262,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
263,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
264,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
265,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
266,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
267,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
268,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
269,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
270,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
271,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
272,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
273,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
274,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
275,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
276,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
277,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
278,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
279,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
280,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
281,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
282,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
283,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
284,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
285,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
286,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
287,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
288,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
289,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
290,0.0,1.0,1.37,4.28,21.96,4.15,0.72,20.94,1.81,2.23,4.05,0.72,21.29,0.0,3.57,0.72,19.17,1.82,3.25,0.72,17.11,1.77,3.59,0.72,18.59,3.0,23.02,0.72,1.88,1.53,3.86,0.72,17.16,1.71,3.81,0.72,18.58,0.72,16.0,4.15,4.05,3.25,3.59,4.28,3.86,3.81
